INSERT INTO `peminjaman` (`id`, `kode_pinjam`, `peminjam_id`, `kd_barang`, `nama_peminjam`, `petugas_pinjam`, `petugas_kembali`, `status`, `denda`, `tanggal_pinjam`, `tanggal_kembali`, `tanggal_pengembalian`, `created_at`, `updated_at`) VALUES
(808, '372441049', 811, '6706a22b-71d6-4d71-869d-ce28b61ce6b4', 'Darman Harjasa Ardianto M.Farm', 1, 2, 3, 0, '2021-04-01', '2021-04-15', '2021-04-14', '2023-05-29 02:11:19', '2023-05-29 02:11:19'),
(809, '985786597', 812, '7eb85e25-1ee4-42c4-a253-50e0894267b2', 'Malika Betania Nasyiah', 2, 2, 3, 0, '2023-02-13', '2023-02-27', '2023-02-26', '2023-05-29 02:11:19', '2023-05-29 02:11:19'),
(810, '777448299', 813, 'f6749745-b5b2-4645-af8f-d53672519d06', 'Calista Widiastuti M.Pd', 2, 2, 3, 0, '2022-03-11', '2022-03-25', '2022-03-24', '2023-05-29 02:11:19', '2023-05-29 02:11:19'),
(811, '211047719', 814, '93d4784c-d28b-42cc-9bae-e6f60d3f66a4', 'Kadir Samosir', 1, 2, 3, 0, '2020-10-16', '2020-10-30', '2020-10-29', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(812, '836902909', 815, '6be07432-eeda-4f71-b609-2b3921f19116', 'Tirtayasa Prasetyo', 2, 2, 3, 0, '2023-04-06', '2023-04-20', '2023-04-19', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(813, '164606906', 816, '8353ee60-ea91-4695-b820-f9c7b410b2cb', 'Rusman Anggriawan', 1, 1, 3, 0, '2023-04-28', '2023-05-12', '2023-05-11', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(814, '824342106', 817, '526946df-7ac5-4dc3-8fa9-62c59f128886', 'Mahesa Siregar', 1, 2, 3, 0, '2022-05-09', '2022-05-23', '2022-05-22', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(815, '216934730', 818, 'e22c92e9-8c00-44e2-b38b-3f3f39dc93f7', 'Yusuf Sirait', 1, 2, 3, 0, '2023-03-11', '2023-03-25', '2023-03-24', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(816, '384710601', 819, 'f333d293-7578-4d62-a527-d522a2867b94', 'Nabila Hariyah', 2, 1, 3, 0, '2022-10-31', '2022-11-14', '2022-11-13', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(817, '811716620', 820, '3691191b-5294-4db0-a78f-cec40447caee', 'Ana Rahayu', 2, 1, 3, 0, '2022-10-25', '2022-11-08', '2022-11-07', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(818, '923267473', 821, '1f494529-6dba-40d2-981c-fa9292fec36d', 'Farah Faizah Pertiwi', 2, 1, 3, 0, '2020-02-23', '2020-03-08', '2020-03-07', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(819, '815043331', 822, '9cff277f-e867-4e18-a46c-01d7f24f1a6a', 'Bakijan Hidayat M.M.', 1, 1, 3, 0, '2020-02-11', '2020-02-25', '2020-02-24', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(820, '738276281', 823, 'bbfa44bf-3f02-4285-b436-6bacab17a1b9', 'Yunita Ade Riyanti S.E.', 2, 2, 3, 0, '2021-12-12', '2021-12-26', '2021-12-25', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(821, '784651831', 824, 'edb69988-b0cb-485a-a705-4a5934bb1e79', 'Zahra Hartati', 1, 2, 3, 0, '2021-05-05', '2021-05-19', '2021-05-18', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(822, '274467245', 825, '9368596b-6859-4219-9bb7-40e3e5c597ff', 'Ira Purnawati', 2, 2, 3, 0, '2021-04-17', '2021-05-01', '2021-04-30', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(823, '214088973', 826, 'fcf448cb-50d4-438c-abca-b543eddbfb54', 'Anastasia Lintang Safitri S.H.', 1, 2, 3, 0, '2020-07-13', '2020-07-27', '2020-07-26', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(824, '639903136', 827, '46adbd66-1ea8-4b2c-b37b-fc93b5cebcb1', 'Kiandra Padmasari S.Kom', 2, 2, 3, 0, '2023-03-27', '2023-04-10', '2023-04-09', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(825, '913340571', 828, 'e9b8d699-0a4d-456c-889c-a72cfba76041', 'Ika Hartati S.T.', 2, 1, 3, 0, '2021-11-04', '2021-11-18', '2021-11-17', '2023-05-29 02:11:20', '2023-05-29 02:11:20'),
(826, '624077677', 829, '0e2b277a-8128-4f3e-8ebd-7fd68fe2f113', 'Teguh Kurniawan', 1, 1, 3, 0, '2022-04-28', '2022-05-12', '2022-05-11', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(827, '690594740', 830, '94210799-740f-4169-b7ec-37f4d6f4160e', 'Lalita Sakura Winarsih', 1, 1, 3, 0, '2021-07-17', '2021-07-31', '2021-07-30', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(828, '531870930', 831, '655e4300-f0aa-4581-842f-94e0d35a8897', 'Zizi Agustina S.H.', 2, 1, 3, 0, '2020-12-23', '2021-01-06', '2021-01-05', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(829, '177752354', 832, 'a4d5edab-752d-470f-aa6c-2ea2f698601e', 'Nugraha Cengkir Winarno S.T.', 2, 2, 3, 0, '2022-01-20', '2022-02-03', '2022-02-02', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(830, '991631505', 833, 'f865fc75-5445-4e4d-b380-91e384ec9a30', 'Jarwa Hardiansyah S.Gz', 1, 2, 3, 0, '2020-08-20', '2020-09-03', '2020-09-02', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(831, '333844183', 834, 'c562d94d-b22f-47cb-a7b7-670ed337b342', 'Citra Farida S.T.', 2, 2, 3, 0, '2022-01-09', '2022-01-23', '2022-01-22', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(832, '524699486', 835, 'ccad0979-c986-49d9-becb-33c87769a706', 'Darimin Jailani S.Ked', 1, 1, 3, 0, '2021-05-19', '2021-06-02', '2021-06-01', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(833, '387080204', 836, '32327a2e-28df-4ffc-a936-7028e82b1ff9', 'Cahyadi Januar', 1, 1, 3, 0, '2023-01-23', '2023-02-06', '2023-02-05', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(834, '663858838', 837, '59b7287b-9352-4905-b86b-7661fbf64a16', 'Danuja Ardianto M.M.', 2, 2, 3, 0, '2021-05-26', '2021-06-09', '2021-06-08', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(835, '649669499', 838, 'aa57d957-840d-4ac8-b104-e67377e77031', 'Kasusra Pratama', 1, 1, 3, 0, '2020-03-21', '2020-04-04', '2020-04-03', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(836, '200578403', 839, '00aca0db-c8ed-4a96-98a3-c3a7f81d5a98', 'Labuh Dipa Prayoga', 1, 2, 3, 0, '2021-12-17', '2021-12-31', '2021-12-30', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(837, '129868746', 840, '86208c9b-d116-413d-89ec-6709153bc53c', 'Martani Situmorang', 2, 1, 3, 0, '2022-03-08', '2022-03-22', '2022-03-21', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(838, '596977165', 841, '866f9c04-8342-4230-95e8-24ecb1a7edf8', 'Himawan Dadi Rajasa', 1, 1, 3, 0, '2023-03-29', '2023-04-12', '2023-04-11', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(839, '234008482', 842, 'ba10e1aa-adfb-4b87-a290-becca9890fb9', 'Calista Widiastuti', 2, 1, 3, 0, '2020-08-29', '2020-09-12', '2020-09-11', '2023-05-29 02:11:21', '2023-05-29 02:11:21'),
(840, '727695847', 843, '5c251ce8-8c31-437f-8177-58047fe0dc24', 'Maya Wahyuni', 1, 2, 3, 0, '2021-05-15', '2021-05-29', '2021-05-28', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(841, '486805395', 844, '79e57888-2aab-4903-b66b-4839f12befd1', 'Gilda Maida Pratiwi S.E.I', 2, 1, 3, 0, '2021-06-22', '2021-07-06', '2021-07-05', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(842, '884440616', 845, '7c670c71-c7b1-4fd8-98c5-9f965e926f07', 'Aswani Uwais', 2, 2, 3, 0, '2020-12-01', '2020-12-15', '2020-12-14', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(843, '216019162', 846, '1e39c60a-b902-47c7-b377-6ae0aa45d88c', 'Ratna Zelaya Hassanah', 1, 1, 3, 0, '2020-04-13', '2020-04-27', '2020-04-26', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(844, '667299382', 847, 'e3369611-8dfc-4b39-ab6e-34f3980552d5', 'Yuni Usada S.H.', 1, 2, 3, 0, '2021-10-06', '2021-10-20', '2021-10-19', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(845, '308308581', 848, '417fe4be-e1b6-41f8-a842-aa75bb5690e6', 'Kala Sirait', 2, 2, 3, 0, '2023-02-12', '2023-02-26', '2023-02-25', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(846, '619766807', 849, '059d971a-fb9a-4dfd-b23f-a588474019a2', 'Candrakanta Gamanto Prasetya S.Kom', 2, 1, 3, 0, '2020-11-27', '2020-12-11', '2020-12-10', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(847, '385564958', 850, 'cbb9c24e-c1ca-471c-a298-4a232dbaa5d7', 'Aswani Tirtayasa Prakasa M.Ak', 2, 1, 3, 0, '2022-09-10', '2022-09-24', '2022-09-23', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(848, '301722966', 851, 'e92e33a5-b906-449c-ad85-722500002545', 'Gina Rini Yuniar', 1, 1, 3, 0, '2021-06-07', '2021-06-21', '2021-06-20', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(849, '343383312', 852, 'b3ef94a7-94f6-4f3b-a453-3d3b76c48d64', 'Raharja Mangunsong S.Pt', 1, 2, 3, 0, '2020-10-05', '2020-10-19', '2020-10-18', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(850, '311525142', 853, '7df2ccb6-e8d0-459f-be18-0efc2d2a48f2', 'Rachel Wastuti', 1, 1, 3, 0, '2021-06-14', '2021-06-28', '2021-06-27', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(851, '867853988', 854, '1f8494b1-1310-4005-b541-cf8ba2bdfd82', 'Kasusra Mangunsong', 1, 2, 3, 0, '2021-01-25', '2021-02-08', '2021-02-07', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(852, '961522479', 855, '5c6468a3-3f86-4d63-b21d-d664ffb30380', 'Ophelia Ghaliyati Nuraini S.Sos', 2, 2, 3, 0, '2021-04-07', '2021-04-21', '2021-04-20', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(853, '566551371', 856, 'f6fa83ac-4bee-4d9c-9343-eb8358ec24da', 'Karta Usman Rajata', 2, 1, 3, 0, '2020-05-21', '2020-06-04', '2020-06-03', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(854, '296309428', 857, '4431d686-b1c2-4bf7-9839-f76b704d1ff5', 'Rika Wastuti', 2, 1, 3, 0, '2022-03-11', '2022-03-25', '2022-03-24', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(855, '286378403', 858, '97edc7cd-4ad5-459d-ae7d-765d152874e8', 'Luluh Habibi', 1, 1, 3, 0, '2022-06-01', '2022-06-15', '2022-06-14', '2023-05-29 02:11:22', '2023-05-29 02:11:22'),
(856, '446875915', 859, '8bf59eab-dca5-4bdb-8a7b-2e92346f7f1b', 'Carub Prasetya', 1, 1, 3, 0, '2021-12-10', '2021-12-24', '2021-12-23', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(857, '547821018', 860, 'e075bc1a-6ef1-489d-ac22-cf84c290c0f5', 'Gawati Hastuti', 2, 1, 3, 0, '2020-08-07', '2020-08-21', '2020-08-20', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(858, '689815447', 861, '50e0d013-4467-4b60-89be-d86d9b230061', 'Ciaobella Farida', 2, 2, 3, 0, '2021-05-05', '2021-05-19', '2021-05-18', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(859, '229767341', 862, 'aff07c39-84ec-4d04-96d1-a03b03d984c5', 'Pia Winarsih M.Kom.', 2, 2, 3, 0, '2022-04-16', '2022-04-30', '2022-04-29', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(860, '217351144', 863, '493caf7d-fc84-45e5-be43-a052d165e4b4', 'Ella Nasyidah', 2, 2, 3, 0, '2020-08-22', '2020-09-05', '2020-09-04', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(861, '238745436', 864, 'b125d394-7b33-4087-bead-e1cb50de77ec', 'Maryanto Saka Sinaga S.Pt', 2, 1, 3, 0, '2020-09-27', '2020-10-11', '2020-10-10', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(862, '897250191', 865, 'adb38821-c557-4e96-9ae1-75badbedcc65', 'Taswir Sihombing S.Gz', 2, 1, 3, 0, '2023-01-04', '2023-01-18', '2023-01-17', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(863, '905070565', 866, '044eac88-48ba-4693-88f8-edcb4f84b92d', 'Lantar Maryadi', 1, 2, 3, 0, '2021-12-21', '2022-01-04', '2022-01-03', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(864, '852290697', 867, '088269ec-bda7-44e0-a102-e0229ea5b3f4', 'Uli Janet Agustina S.Psi', 1, 2, 3, 0, '2020-04-15', '2020-04-29', '2020-04-28', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(865, '227838186', 868, '730ea342-7311-4d0a-86bd-e3e2c5eaf72b', 'Harjo Rajata', 2, 2, 3, 0, '2021-10-02', '2021-10-16', '2021-10-15', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(866, '583437024', 869, 'f10fee16-cd76-495f-b977-345a2361644e', 'Ian Santoso', 2, 1, 3, 0, '2022-01-30', '2022-02-13', '2022-02-12', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(867, '645969086', 870, 'a4f700dd-96ef-45d1-a6bf-831a35a725ac', 'Laras Nasyidah S.Gz', 2, 1, 3, 0, '2022-10-02', '2022-10-16', '2022-10-15', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(868, '968101964', 871, '653e0785-52b3-411e-bc5e-042d465eb8a6', 'Cahyo Pangestu M.Pd', 1, 1, 3, 0, '2020-11-25', '2020-12-09', '2020-12-08', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(869, '887448288', 872, 'c681bdbf-9662-4731-8fdb-5bb1ef42d4bb', 'Ella Fujiati', 1, 2, 3, 0, '2021-10-17', '2021-10-31', '2021-10-30', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(870, '885331096', 873, 'b4c7d5d3-abb0-4abc-9e45-280a0144f0f2', 'Prasetyo Cayadi Samosir', 2, 2, 3, 0, '2023-03-26', '2023-04-09', '2023-04-08', '2023-05-29 02:11:23', '2023-05-29 02:11:23'),
(871, '833909531', 874, '49300534-94b8-44bb-88e8-4910d76033c6', 'Laila Hartati S.I.Kom', 1, 1, 3, 0, '2023-04-19', '2023-05-03', '2023-05-02', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(872, '166417107', 875, 'e9b629eb-77e1-4b31-a1e6-93ed7ef9e807', 'Tami Olivia Anggraini', 2, 2, 3, 0, '2022-08-02', '2022-08-16', '2022-08-15', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(873, '431756062', 876, 'a8676a1b-0763-4837-9acd-ec6da6c5329f', 'Sakura Handayani', 1, 1, 3, 0, '2021-12-11', '2021-12-25', '2021-12-24', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(874, '532305480', 877, '0c5b16a9-c933-479c-9189-8ba231a781db', 'Irsad Oman Utama', 2, 2, 3, 0, '2022-03-14', '2022-03-28', '2022-03-27', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(875, '579174515', 878, '05b8ab27-140a-481e-927c-b092a625f9c1', 'Wani Lestari', 2, 1, 3, 0, '2022-03-11', '2022-03-25', '2022-03-24', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(876, '492674162', 879, '32dce786-4f4f-4a5e-be96-3f9c3db5c5df', 'Hafshah Wulandari', 2, 1, 3, 0, '2021-06-07', '2021-06-21', '2021-06-20', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(877, '864795956', 880, '829f12ad-4ded-49a6-a17e-540c36c51be1', 'Ina Maimunah Maryati', 2, 1, 3, 0, '2021-09-25', '2021-10-09', '2021-10-08', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(878, '564774110', 881, '633e5f6f-98dc-4a15-89d6-e3315c03a7da', 'Galih Thamrin', 1, 2, 3, 0, '2020-09-15', '2020-09-29', '2020-09-28', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(879, '624662032', 882, 'bb4a79ae-2feb-4dfa-b595-d182e4b82b42', 'Gading Hakim', 2, 2, 3, 0, '2020-10-08', '2020-10-22', '2020-10-21', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(880, '670759790', 883, '45f7831c-ff53-4f74-a750-f56d92ce8aa1', 'Kezia Riyanti', 2, 1, 3, 0, '2023-03-07', '2023-03-21', '2023-03-20', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(881, '574486868', 884, '47ea4dc6-cf37-4960-ab57-64d2bd37f2ac', 'Paramita Susanti', 2, 1, 3, 0, '2021-11-23', '2021-12-07', '2021-12-06', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(882, '503396206', 885, 'd9b1c956-bd1f-4897-a174-67a0c1381d40', 'Julia Usada', 1, 1, 3, 0, '2022-01-31', '2022-02-14', '2022-02-13', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(883, '144617137', 886, '80f9e683-bd9b-4a96-b0b8-29ab941c0fed', 'Mursita Wasita S.Pd', 2, 2, 3, 0, '2021-10-08', '2021-10-22', '2021-10-21', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(884, '635741224', 887, '65f448ba-214b-4e3d-b3f8-409279999fac', 'Saka Marbun', 2, 1, 3, 0, '2021-11-04', '2021-11-18', '2021-11-17', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(885, '351494537', 888, '2d990dc6-2811-466e-a74f-ba42ea534263', 'Gilang Tarihoran', 1, 2, 3, 0, '2022-05-11', '2022-05-25', '2022-05-24', '2023-05-29 02:11:24', '2023-05-29 02:11:24'),
(886, '108726226', 889, '47a932a6-513c-459e-9970-697cdaf7800f', 'Bakti Prasetya', 2, 1, 3, 0, '2021-10-07', '2021-10-21', '2021-10-20', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(887, '861959032', 890, 'fa458e17-ad32-48b6-a04b-221d6633ff93', 'Dwi Jailani', 1, 1, 3, 0, '2020-06-01', '2020-06-15', '2020-06-14', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(888, '570563980', 891, '3c910b20-a1e9-42df-9f97-09cc8b8f2188', 'Kuncara Megantara', 1, 2, 3, 0, '2022-02-18', '2022-03-04', '2022-03-03', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(889, '309287295', 892, '9550d8be-7c86-4be2-979f-b2d85ac886f9', 'Margana Marsito Dabukke', 2, 2, 3, 0, '2021-01-18', '2021-02-01', '2021-01-31', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(890, '838045903', 893, '181f42b2-e2f7-4e86-8cc8-6568f9c6d520', 'Ulva Maryati', 1, 1, 3, 0, '2022-10-01', '2022-10-15', '2022-10-14', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(891, '492985152', 894, '8c800bb1-2075-410b-b95a-210532ca4a08', 'Chelsea Yolanda', 1, 1, 3, 0, '2022-06-01', '2022-06-15', '2022-06-14', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(892, '210878723', 895, 'ad52ba9f-57fb-4937-8c93-30f4d6d9f65e', 'Ellis Fitriani Laksita S.Pd', 1, 2, 3, 0, '2020-03-17', '2020-03-31', '2020-03-30', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(893, '634213334', 896, 'bb92ab7e-686c-433c-80c1-576d9e0dd31b', 'Iriana Ifa Sudiati M.Pd', 2, 1, 3, 0, '2021-05-10', '2021-05-24', '2021-05-23', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(894, '496265374', 897, 'a8e96bc0-5a1a-4a45-a4b4-4e964b66a5c4', 'Himawan Wahyudin', 1, 1, 3, 0, '2021-03-17', '2021-03-31', '2021-03-30', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(895, '537820135', 898, 'a2f1659b-8e61-4c87-b750-b68ebe3ba7de', 'Gadang Mansur', 1, 2, 3, 0, '2022-09-01', '2022-09-15', '2022-09-14', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(896, '611187150', 899, '17dce34c-f357-44e9-a3fd-81a79a6b7792', 'Ghaliyati Andriani', 1, 1, 3, 0, '2022-02-08', '2022-02-22', '2022-02-21', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(897, '993955989', 900, '4119b511-9e4d-41ba-88dd-61085b1d1fff', 'Hartana Haryanto S.E.', 1, 2, 3, 0, '2022-11-26', '2022-12-10', '2022-12-09', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(898, '686206313', 901, '0ee74c5c-50bf-4e89-ac5f-c8107616d568', 'Widya Zulaika', 2, 2, 3, 0, '2023-04-30', '2023-05-14', '2023-05-13', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(899, '141477965', 902, '4416ba7a-0646-4cc2-ae99-4bb18252df8e', 'Yani Winarsih', 2, 1, 3, 0, '2021-03-07', '2021-03-21', '2021-03-20', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(900, '959013985', 903, '0f64236d-1222-47b6-a02a-c9ceafa96ba3', 'Paulin Maryati M.M.', 1, 2, 3, 0, '2022-02-05', '2022-02-19', '2022-02-18', '2023-05-29 02:11:25', '2023-05-29 02:11:25'),
(901, '921843754', 904, '976890c3-dd82-4dea-aadc-cbf935be504d', 'Vivi Septi Nuraini M.Pd', 1, 2, 3, 0, '2020-11-21', '2020-12-05', '2020-12-04', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(902, '349781062', 905, '8b43483a-d8ea-4b70-b462-559b531036fd', 'Titi Wulan Laksita M.Farm', 2, 1, 3, 0, '2022-09-07', '2022-09-21', '2022-09-20', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(903, '148963470', 906, '17cee075-22ae-41c7-ad17-4da06d0ed3b6', 'Hardi Sinaga S.E.I', 2, 2, 3, 0, '2021-08-09', '2021-08-23', '2021-08-22', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(904, '734977630', 907, '8038ffdf-667a-429e-937f-55830b81dd8e', 'Suci Ulya Rahayu S.T.', 2, 1, 3, 0, '2021-08-19', '2021-09-02', '2021-09-01', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(905, '326415010', 908, '22deaf56-6e96-4dbd-a338-fcf5127721ed', 'Aisyah Sudiati M.Farm', 1, 2, 3, 0, '2021-07-20', '2021-08-03', '2021-08-02', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(906, '201354209', 909, 'd45dd05e-0976-4ec7-a9a5-a8251474550d', 'Daryani Saefullah', 1, 2, 3, 0, '2020-12-01', '2020-12-15', '2020-12-14', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(907, '344199203', 910, 'dd58230a-ffab-4701-845f-1be4fab52bf3', 'Sakura Palastri M.TI.', 1, 2, 3, 0, '2021-04-13', '2021-04-27', '2021-04-26', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(908, '526110982', 911, '5486609d-f09f-4729-837d-11c6259167bd', 'Baktiadi Balamantri Sinaga S.E.', 2, 1, 3, 0, '2022-03-24', '2022-04-07', '2022-04-06', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(909, '631016111', 912, 'dd336350-ace3-45dc-a91c-9a3d0c53dbfc', 'Michelle Purwanti S.Pd', 1, 2, 3, 0, '2022-02-04', '2022-02-18', '2022-02-17', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(910, '891372288', 913, 'bbf6494a-9238-4677-aeeb-619d9f7d1726', 'Gawati Wulandari', 1, 1, 3, 0, '2023-01-24', '2023-02-07', '2023-02-06', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(911, '190081626', 914, '92c68a76-26b4-45b3-ae41-c98bb8bdf291', 'Emin Manullang', 2, 1, 3, 0, '2021-04-08', '2021-04-22', '2021-04-21', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(912, '287080821', 915, '3fbece18-c889-4aac-9ab9-e3b81804d2ad', 'Yuliana Usamah M.Farm', 1, 1, 3, 0, '2021-03-24', '2021-04-07', '2021-04-06', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(913, '452356158', 916, '32d14d1d-1de2-4f58-9dd7-5d0cc5b68921', 'Luwar Pranowo', 1, 1, 3, 0, '2022-02-11', '2022-02-25', '2022-02-24', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(914, '837863918', 917, '5776d212-462d-4374-8642-fa55fe16afc9', 'Zelaya Qori Yuliarti', 1, 2, 3, 0, '2020-07-01', '2020-07-15', '2020-07-14', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(915, '876750520', 918, '84c816ae-03c9-4d93-a085-f26cb87765b9', 'Widya Maryati', 2, 1, 3, 0, '2020-02-25', '2020-03-10', '2020-03-09', '2023-05-29 02:11:26', '2023-05-29 02:11:26'),
(916, '668676795', 919, '4f1530ab-f864-4d5f-b38c-70e3bf803f89', 'Jasmin Mardhiyah S.Farm', 1, 2, 3, 0, '2022-07-29', '2022-08-12', '2022-08-11', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(917, '790677791', 920, '8e6ea6bb-3d05-4558-b182-37a7742aa975', 'Ganjaran Johan Santoso M.Ak', 2, 1, 3, 0, '2023-05-07', '2023-05-21', '2023-05-20', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(918, '381576346', 921, 'ed0df298-55d6-45c4-a58d-362b85ba8f2f', 'Purwa Najam Samosir S.Sos', 1, 1, 3, 0, '2021-04-19', '2021-05-03', '2021-05-02', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(919, '148285378', 922, '8f67940d-8be8-4296-b459-716ec3fb2046', 'Cahyanto Saefullah M.Pd', 2, 2, 3, 0, '2022-03-22', '2022-04-05', '2022-04-04', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(920, '140003887', 923, 'a46212eb-6a2d-49a5-90fa-f133366b2157', 'Sabri Maulana', 1, 2, 3, 0, '2020-09-10', '2020-09-24', '2020-09-23', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(921, '436325674', 924, '66992ad7-bd0c-447b-babd-d07edfe35192', 'Opan Wasis Pradipta M.Farm', 1, 2, 3, 0, '2022-01-30', '2022-02-13', '2022-02-12', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
(922, '782570978', 925, 'be9d222c-e738-4903-a011-8209352b1a4f', 'Uli Dina Nasyidah', 1, 1, 3, 0, '2020-09-25', '2020-10-09', '2020-10-08', '2023-05-29 02:11:27', '2023-05-29 02:11:27'),
